id,nps_text,
422,za ty  léta mám jen tu jedinou banku a jsem spokojený s přístupem a ochotou bankovním poradcem a se všema službama které poskytujete ,
423,snaha najít pro mne to nejvýhodnejší řešení.,
424,Banka má lidský přístup,
425,Vzhled a ovládání mobilní banky,
426,Jistota,
427,spolehlivá,
428,Poplatky za odchozí a příchozí platby,
429,ok ,
430,Kb je moje prvni banka,
431,Jsem s vašimi službami spokojená,
432,Nemám co vytknout ,
433,Jsem velmi spokojena,
434,Služby jsou spolehivé. Jen mě někdy nebaví hledat bankomaty a vadí mi,
435,Jsem osobně se službami KB velmi spokojen,
436,Některé věci mi na bance stále vadí,
437,Super přístup celého kolektivu KB Šumperk,
438,De  facto  jsem úplně spokojená a proč  ,
439,Nové technologie pro klienty. Přístup.,
440,Dlouhodobe zcela neuspokojiva uroven bankovnich poradcu. Jejich jedinym ukolem je vnucovat produkty a klienta co nejvice oskubat. Opravdu naprosto posledni “dobrou radou” bylo uzavrit na dalsi obdobi hypoteky s “vyhodnym” urokem 3%. S touto bankou koncim nejdrive,
441,Trhnete si nohou. A neotravujte. ,
442,Vždy je co zlepšovat!!!!,
443,Jsem velmi spokojená se službami KB a hlavně se vstřícností,
444,Takřka nikdy mi nepomohla,
445,Jsem spokojen z tímhle bankem.Zatim.,
446,Vysoké poplatky za platbu kartou,
447,Důvody: služby fungují bez problému (např. internetové bankovnictví),
448,Jsem dlouhodobým klientem a nevidím,
449,Na pobočce mi nevyhovuje systém čekání,
450,Protože proto ,
451,JSEM SPOKOJEN S PŘÍSTUPEM,
452,Profesionalnosc,
453,Koncici fixace - refinancovali jsme hypoteku. Zamestnanci nebyli schopni po telefonu nebo e-mailem sdelit,
454,seriózní jednáni,
455,Spokojenost ,
456,Jste seriózní,
457,velice nizka urokova sazba,
458,ochota,
459,rychlost,
460,Zkostnately systém,
461,Naprostá spokojenost se službami. Vstřícnost a profesionslita bankovní poradkyně. ,
462,Spokojenost se službami  Perfektní komunikace s bankovním poradcem ,
463,Vše je ze strany banky ke klientům tak,
464,"Nesmyslné poplatky, některé jsou po splnění podmínek vráceny, což je ještě prezentováno jako benefit (odchozí platba, vedení účtu).  Neférová prezentace povoleného debetu, kde se o úroku z dlužné částky nemluví (dokud jsem se přímo nezeptal, vypadalo to, že při splacení dluhu včas 'nic neplatím', tedy ani úrok).  Podivné praktiky s kartami umožňujícími přečerpání na stejném terminálu, kde jiné banky přečerpání nepovolí (otestováno osobně pár sekund po sobě). Na helpdesku mi tvrdili, že to je jistě terminálem v režimu offline a nikoliv KB, což je průkazná lež.  E-maily s upozorněním na zůstatek, které prezentují účetní místo použitelného zůstatku, takže jsou na hlídání přečerpání nepoužitelné.  Při předsjednávání pokračování s hypotékou jsem dostal horší úrok, ačkoliv situace na trhu i úrok pro nové hypotéky byl lepší, bohužel jsem neměl po ruce srovnávač.  Nulové úroky na běžném účtu.  Upřímně - prostředky u Vás nemám (jen nejnutnější pro splnění podmínek) a moc se těším na splacení hypotéky, až od Vás odejdu.",
465,Komerční banka mi naprosto vyhovuje - jak se soukromým účtem,
466,KB je dobra banka kterou bych neměnil ,
467,Hodnocení jsem dala z důvodu,
468,Spokojenost,
469,poplatky za úkony,
470,Díky jednání ředitelky pobočky KB Mladá Boleslav - Palackého paní Mgr. Kolářové a práci pana Jakuba Novotného. Profesionálové na 150%,
471,Jsem spokojená se službami KB a s jejími pracovníky v Holešově. Jsou ochotní a vždy poradí.,
472,O služby které jsem potřeboval my vždy bylo vyhověno k mé spokojenosti a proto hodnotím takto,
473,Spokojenost s aplikací Mobilní Banka a internetovým bankovnictvím. Je to velmi uživatelsky přívětivé. Dále jsem velmi spokojena s personálem na pobočce KB i s dostupností bankomatů. Výhody studentského účtu jsou též skvělé.,
474,Aplikace,
475,Vše je v pořádku,
476,Jsem spokojený se službami KB. Hodnotil jsem 9,
477,Vždy mi dokáží poradit a pomoci.,
478,Někdy se nedostanu na stránky a na účet.,
479,Vadí mi vysoké poplatky za různé služby a chybí mi vyšší flexibilita.,
480,je to nejlepší... ,
481,Jsem spokojená se službami ,
482,Dneska je tezke urcit ktera banka je lepsi nez ta druha,
483,Zastarale celkove,
484,Z důvodu nedostatečně proškoleného personálu. Při mé poslední konsolidaci půjčky a podpisu nového úvěru mě váš kolega uvedl v omyl (z neznalosti produktu patrně),
485,Vždy profesionální a velice vstřícní.,
486,jsem spokojený,
487,Pro práci mého bývalého osobního bankéře p.Dudy ,
488,Rychlost,
489,Poslední dobou hodnotím KB spíše bankou pro firmy. Než pro soukromé osoby. Chybí nějaké inovace ,
490,Je spolehlivá a za rozumnou cenu,
491,drahé výběry u přepážky,
492,V průběhu letošního roku došlo k desítkám dnů,
493,Spolehlivost KB,
494,Nikdy jsem neměla sebemenší problém,
495,KB mě nezklamala,
496,Služby na velmi dobré úrovni,
497,1. Bezplatne vedeni studentskeho uctu 2. Dostupnost bankomatu 3. Podpora Apple Pay ,
498,Moje bankovní poradkyně Jana Jakešová je vždy velmi nápomocná a hlavně velice milá.,
499,"- Nízké (téměř žádné) úroky na běžném spořícím účtu, nutnost mít v PC povolené cookies pro třetí strany kvůli přihlášení do IB, nízký počet nearchivovaných výpisů přístupných volně bez vyžádání, poplatky (balíček, SMSky). + Možnost bankovní úschovy - což je jednorázová záležitost, proto tento klad v celkovém hodnocení nevyváží záporné charakteristiky.",
500,Sto procentní služby nemáte,
501,Chtěl jsem zrušit kreditní kartu,
502,zatím vše co jsem potřeboval u vás vyřídit mi bylo splněno,
503,Mám KB od svých 18 náctin,
504,Skvělá poradkyně,
505,jsem vcelku spokojená,
506,jsme s vámi spokojeni,
507,Mám účet v KB bezmála deset let. Za věrnost mi nabízíte to co ostatní banky. ,
508,nízké resp. záporné zhodnocení investic,
509,Některé služby jsou na úrovni,
510,Ochotní  a milí zaměstnanci,
511,Protože se velmi často stává,
512,Nízké úroky z vkladů.,
513,Příliš mnoho poplatků a nepružnost,
514,Spokojen ,
515,Snížila jsem maximální hodnotu kvůli poplatkům,
516,"Mobilni banka a funkce Produkty a jejich podminky - hyp. Uver, karta, ucet Sluzby a pece na vysoke urovni Celkove opravdu spokojenost",
517,Spokojenost,
518,Jsou vždy ochotni vše vysvětlí ,
519,Your online banking is insane and I can never get reliable access. Too complicated.,
520,Spokojen ,
521,Jsem celkově spokojená.,
522,Spokojenost se sluzbami,
523,Vsechno je jednoduche a hlavne ochota ,
524,Jsem velice nespokojen se svým bankovním poradcem. Se vším se musím nutit a sám získávat informace o možnostech jak své prostředky případně investovat. I z tohoto důvodu jsem přešel se svým hlavním účtem do Erste,
525,Ak vas porovnam napr s unicredit bankou..nemam dovod vas pouzivat nakolko tam dostanem ucet so zlatou kartou zdarma,
526,Spokojenost zatím ,
527,Neposkytujete nic extra dobrého ani špatného. Jsou i lepší volby.,
528,Velice zkostnatela banka,
529,U půjčky vysoké úroky,
530,Jsem naprosto spokojená s nabídkou produktů i s jejich prezentací zaměstnanci banky u pobočky Polička. Počínaje panem ředitelem a obsluhou u přepážky konče. Děkuji a pěkné svátky ,
531,Založil jsem si euro účet a paní na info lince mi sdělila,
532,Stale vedete v nabidce svuj zakladni ucet s urcitymi poplatkami,
533,Drahé služby.,
534,ochota  a dobrá spolupráce pracovníků banky i když se neobjednám předem.,
535,Vždy jste mi pomohly vyřešit finanční problém ,
536,Vzdy jsem spokojená. ,
537,Chybí mi více bankomatů na výběr i menší částky než jen 500 Kč. ,
538,Jsem velmi spokojená ,
539,jsem spokojená,
540,přehlednost v mobilu ,
541,jsem spokojen s aplikací KB na IOS a podporou applepay  méně spokojen jsem s úrokem na půjčce ,
542,Jste silná společnost. Komunikace s osobní bankéřkou je super. Vše klape. Platby chodí včas a rychle,
543,dobré a vstřícné jednání na pobočce.,
544,Spokojen s přístupem a ochotou všech zaměstnanců KB Nádražní. ,
545,Poplatky za vedení účtu,
546,Jsem spokojena s osobním jednáním.,
547,Mizerná flexibilita a nedostatečně individuální přístup.,
548,Mám tuto banku už 25 let a jsem s ní spokojená.,
549,Rychle jednání,
550,Jsem velmi spokojen s profesionálním přístupem a službami.,
551,Vše je špatné: pomalost,
552,Jsem se vším maximálně spokojená ,
553,Velmi spokojen,
554,Jsem spokojená se službami,
555,"velké poplatky ,dělá si co chce ,přehazuje klienta od poradce k poradci a moc se vnucuje :-) ",
556,"Klíčová banka ČR,bankovní poplatky  ",
557,Nebyla jsem spokojena s řešením mého požadavku ohledně hypotečního úvěru - banka mi nevyšla vstříc.  Na základě toho zvažuji změnu banky,
558,S Komerční Bankou a se svou bankovní poradkyní sl. Šrainovou z Příbrami jsem velice spokojená. Komerční banka je stabilní instituce a Kristinka zase velmi empatická,
559,SLUŽBA FUNGUJE,
560,super komunikace,
561,KB nemá žádný finanční produkt,
562,ochota,
563,spokojenost s nabídkou  i s přístupem,
564,Když mám náhled do svých účtů i jiných bank,
565,Vždy jsou ochotni poradit,
566,10 bodů jsem neuvedla z důvodu poplatků,
567,Stabilní banka,
568,Nefunguje internetové bankovnictvý nelze zadat nový příkaz poplatky zavedení účtu a získat půjčku na podnikatelský záměr skoro nemožné ,
569,Pohotová pomoc z call centra s nastavením internet bankovnictvi na Google,
570,Dobrý servis,
571,Vždy mi vyšli  vstříc,
572,využívám již mnoho let a jsem spokojený se službami,
573,o,
574,Složité internetové bankovnictví,
575,Kdybych dal 10,
576,Spokojenost,
577,Jsem sam spokojen,
578,jsem spokojen s přístupem pracovníků a internetovým bankovnictvím,
579,jsem prostě spokojená už řadu let,
580,Dobrý den,
581,Rotoze na pobočce výslech na co používám KB účet ,
582,"Vzdy mi byly zodpovezeny me dotazy jasne a srozumitelne. Kdyz jsem  s necim potrebovala pomoci, ochotne mi pracovnice banky pomohly.  ",
583,Vaše pobočka KB v Chodově u Karlových Varů je jedna nejlepší kterou jsem kdy poznala. Děkuji celému týmu za tak příjemné a ochotné jednání se zákazníkem! Hlavně paní Evě,
584,Není v místě,
585,Ochota,
586,Jsem bývalá zaměstnankyně ,
587,není 100% :-),
588,Vse ok,
589,Myslím,
590,"Častá změna poradce, nulová personalizace, necítím zájem o mě jako o klienta a bohužel v bankovnictví se necítím úplně dobře. Kvůli technologiím jsem začal primárně využívat jinou banku. Ale detractor nejsem ;-)",
591,Spokojen,
592,Jsem spokojena,
593,Drahá,
594,Vstřícné a milé jednání,
595,rychlost,
596,Spokojený se službami.,
597,Ty poplatky,
598,Jsou banky,
599,nechce se mi trávit čas vypisováním...:-),
600,Velmi ochotní jak v Čáslavi,
601,Vždy a stále je,
602,nejvstřícnější banka,
603,velmi nízká úroková sazba.,
604,Platí se za vybírání z cizích automatů,
605,neschopnost blokovat ukradenou kartu. za novou jsem platila 2x. ,
606,Se službami KB jsem spokojená. Všechno funguje.,
607,Seriózní,
608,Už jí mám mnoho let,
609,Dlouho jste strhavali nesmyslné poplatky,
610,Jsem spokojen se všemi službami co mi jsou poskytnuty ,
611,Bez větších výhrad spokojen.,
612,Nevážíte si klientů a poslední kapka byla ta,
613,Mnoho let jsem zakaznikem a vzdy mi bylo vyveno a doporuceno to nejlepsi z nabidky .  ,
614,vztřícnost ,
615,Dobrý den ,
616,8,
617,Je stále co zlepšovat a neusínat na vavřínech ,
618,spokojena celkově i s domluvou,
619,Jsem spokojen ,
620,Jistota,
621,Velmi vstřícné a profesionální jednání pracovnic na jakékoli požadavky klienta.Poradí,
622,Když jsem něco nevěděl vždy ochotně a trpělivě mi zodpoví každou otázku a jsou pruží k vyřizování zadaných příkazů.  ,
623,bezproblémová banka,
624,KB postupuje protiprávně ke škodě svých klientů. ,
625,spokojenost s produkty,
626,Vysoké úrokové sazby,
627,jsem spokojena se službami,
628,V KB platim poplatek za vedeni uctu,
629,V bance mám několik účtů již velkou spoustu let vždy mě banka vyšla vstříc a nikdy jsem nemusel řešit žádný problém.. ,
630,jsem celkem spokojena s Vaší bankou ,
631,Nevím proč rušíte pobočky,
632,Mám s KB jen dobré zkušenosti ale myslím že by se ještě něco dalo vylepšovat !,
633,Zpožděné zůstatky na účtu při výběrech ,
634,spokojenost,
635,S bankou jsem spokojen,
636,KB je nejstabilnější na trhu,
637,málo vstřícný přístup ke klientům,
638,Dlouholetá spokojenost ,
639,Kvalitni sluzby pro klienty - uzivatelsky pristupne internetove bankovnictvi,
640,Je to banka,
641,k dosažení 10 brání menší pružnost a nadměrná administrativa,
642,I když jsem odhlasila zasílání info,
643,kvalitní služby,
644,Mám nejlepší zkušenosti s p. Uršulou Matoušovou,
645,"Roky jsem u KB a všechny platby  jdou přes váš účet. V době svého podnikání jsem zažil různá období , ať špatná či velmi dobrá. Určitě do historie můžete nahlídnout a sami se přesvědčit. Před nedávném jsem požádal vaši / moji banku o malou půjčku cca o 250 tisíc Kč a nestačil jsem se divit. Přesto že pravidelně splácím vaši dceřiné společnosti ESSOX,  úvěr na auto Škoda Karoq. Nebudu jmenovat, ale s politováním musím konstatovat, že mi jsou ochotny půjčit jiné banky a to minimálně ve třech případech. Zatím jsem jejich nabídku nevyužil, ale jsem odhodlán si v novém roce vybrat a tím ukončit vaše služby spojené s vámi. Myslím, že by jste se mým rozhořčením určitě měli aspoň vnitřně zabývat a snad i svému klientovi tak dát možnost změnit názor. Zatím tak nevidím sebe menší doporučení, jak jsem uvedl.   S pozdravem ILLík Jiří   ",
646,"Nyní už mám internet banking,ale když jsem ještě neměla ,tak má KB velmi drahé jednorázové příkazy na přepážce.  20 let (a více) mám KB,a nechci ani počítat,jak drahé poplatky  jsem již zaplatila.Nerada měním, cokoliv, takže u KB sem a budu, a velké dík  patří mé úžasné poradkyni p.Darje Štěrbové,která vždy ochotně poradila,a i mi nastavila mobilní banku.",
647,Protože jsem spokojená,
648,Celkem spokojená,
649,Perfektní přístup,
650,doposiaľ mi vždy vyšli v ústrety s mojimi požiadavkami,
651,Žádné úroky. Vysoké poplatky. ,
652,Poplatky za příchozí platby mi přijdou hodně ujeté za přijetí 587.12€ si vezměte 5.68€  každý měsíc za rok 68.16€ výběr v hotovosti je 1.53€ ,
653,Jsem klientem KB již více jak 25 let. Se službami KB a přístupem odborných poradců a zaměstnanců jsem spokojen.,
654,profesionální přístup,
655,je pořád co zlepšovat,
656,Veškerá komunikace probíhala k mé dokonalé spokojenosti,
657,"Před koncem roku jsem si udělala KB klíč, který měl zjednodušit přístup k internetovému bankovnictví. Bohužel s tímto produktem nejsem spokojená. Zdá se mi to složitější, pokud zadávám více příkazů najednou, musím potvrzovat stále dokola. Pro mne bylo jednodušší bankovnictví přes certifikát, kde stačilo se přihlásit a jen jednou zadat  heslo a pak už další platby proběhly bez dalšího zdlouhavého potvrzování.",
658,Jsem moc spokojena se službami,
659,Je ještě dosti služeb,
660,Vše funguje,
661,Nemám žédné problémy.vždy mě vyhoví a poradí.jsou velice slušní a úslužní.  Svoboda.,
662,je neosobní,
663,jsem   s ni spokojen protoze to všechno de rychle a v pořadku,
664,nenabízíte nic neobvyklého,
665,Přehled ,
666,K desítce chybí jen placené výběry z ostatních bankomatů :-),
667,spokojenost,
668,V roce 2019 byla situace kdy 'prava ruka nevedela co dela leva',
669,Přijde mi férová,
670,vyhovuje mi,
671,když si nevím rady,
672,S KB jsem již dlouho a jsem s ní maximálně spokojená,
673,S Vaší bankou jsem spokojen,
674,Měli jsme s KB opravdu hodně špatnou zkušenost. Při sjednávání hypotéky nás zaměstnanec napálil,
675,Nebyl s ni nikdy problém,
676,"Jednoduchá odpověď: 1) Se službami, které já využívám jsem spokojený   2) Ale neznám všechny produkty KB - proto číslo 8 ",
677,Pokud nastal nějaký problém ihned byla vstřícnost a ochota,
678,Naprosta spokojenost,
679,Všechno,
680,1) Nižší rychlost zpracování žádostí. 2) Proč mám kvůli úvěru chodit na pobočku 3) Nižší síť bankomatů KB - jsem ze Stráže pod Ralskem,
681,Slozity i-banking,
682,spokojenost,
683,velmi milé vystupování ,
684,Banka neustále zkvalitňuje nabídku služeb,
685,Nejsem spokojena se systémem,
686,Profesionální přístup všech zaměstnanců KB v Rychnově n.Kněžnou.,
687,drahé služby,
688,Komerční banku hodnotím velmi kladně,
689,Jsem spokojená se službami.,
690,Přístup v kamenné pobočce ,
691,Spokojnosť so službami ,
692,Nevzpomínám si poslední roky,
693,Jsme velice spokojen.,
694,Elektronická forma OK,
695,jsem velmi spokojena,
696,nefunguje nebo je pomalé neustále dojíždět pouze do jedné pobočky  td.,
697,"rychlost, ochota  a příjemnost  ",
698,Spokojenost téměř se vším.  Děkuji.,
699,Žádné problémy,
700,Jsem spokojena se službami KB. Konkrétně mi vyhovuje spolupráce s mým osobním bankéřem v KB. ,
701,Perfektní servis.,
702,spokojenost se službami a vstřicnost zaměstnanců KB,
703,Pro nás poměrně vzdálená,
704,stále mény internet stránek a přístupů do internet bankovnictví ,
705,nikdy bych nějakou banku nikomu nedoporučoval,
706,Jednoduché a povedená grafika. ,
707,korektní přístup,
708,Jsem velmi spokojený se službami,
709,Jsem vcelku spokojená,
710,Časté výpadky internetového bankovnictví.  + Nesmyslné  bankovní poplatky.,
711,Vždy jsem byla spokojená,
712,občasná fronta u kasy,
713,Profesionalita a ochota. ,
714,Velmi flexibilní přístup,
715,Jsem spokojen nikdy jsem neměl problémy .,
716,všechny platby a příkazy byly vyřízeny celkem v pohodě,
717,Pracovníci dovedou vždy dobře poradit a jste spolehlivý finanční ústav.,
718,Jsem spokojená se službami,
719,Nevýhodné. Půjčky. Úrok. Spoření taky nic moc. ,
720,Poplatky za transakce. ,
721,"Okrádáte zákazníky, stejný produkt je stále dražší.  Nevím proč mám ročně platit paušál 12x49 Kč? Nehnete ani prstem. Měníte smlouvy jak na běžícím pásu, jste stupidní měniči podmínek. Nevím proč není můj vklad úročen přiměřeným způsobem? Za úvěr si přeci berete 4%? Etika všeho podnikání je ubohá, násilnická, jen z pozice síly. S pozdravem Jiří Ščudla.",
722,jsem spokojena,
723,Nejde přijít bez domluvení schůzky dopředu.,
724,Vždy mi KB vyšla vstříc.,
725,jsem s KB spokojen.,
726,neochota,
727,Vždy jste mi vyšli vstříc,
728,Spokojen,
729,nesmyslné poplatky,
730,Vše se vždy vyřešilo k dobrému. Jsem spokojený :-),
731,"Jsem spokojen,ale při sjednání schůzky-delší čekání,jelikož se předchozí klient strašně vykedával(mimo téma),nicméně úřednice za to nemohla. Měl jsem smůlu.",
732,Léta jsem u Vás platil poplatky,
733,spokojen s přístupem ke klientům.,
734,Lip propracovanou aplikaci,
735,PROTOŽE JSOU JEŠTĚ REZERVY,
736,Jsem se vším spokojená.,
737,Ve většině případů jsem spokojená,
738,Trochu mi vadí platby za výběry z bankomatu ,
739,Nízké úroky,
740,Okamžitá pomoc,
741,Za bezpečnost v elektronickém bankovnictví.,
742,Zrušení pracoviště v Kynšperku nad ohří,
743,"Jsem klientkou KB dlouhé roky, neměla jsem a ani nemám problém s jakýmkoliv dotazem nebo prosbou, vždy mi operátoři nebo poradci pomohou, poradí a vyjasní. Tudíž ani nemám důvod banku měnit.",
744,"Zbytecne poplatky napr za prichozi platbu v cizi mene. Podarilo se mi vyjednat vyjimku pres poradce, ale je to zbytecne usili navic kvuli necemu, co je jak z jine planety. Platebni internetovy system extremne slozity prosim inspirujte se u RB. Jinak vse ok. Preji vse dobre.... ",
745,Neurazí,
746,Moc dobra banka,
747,Nikdy jsem s bankou neměl potíže. Kvasnička,
748,Zavedli jste poplatek z transakcí na účtu. S vydáním nové karty jste zrušili cestovní pojištění.,
749,Poplatky za výběr z bankomatu,
750,Jsem už dlouho klientkou KM a ještě se mi nestalo,
751,Podle mého odpovídá mým představám,
752,Důvěryhodná banka,
753,Vysoké poplatky,
754,Jsem se službami KB spokojená,
755,Proste super,
756,blokace plateb ,
757,VŽDY VYHOVĚNO NA POBOČCE. PŘÍJEMNÁ OBSLUHA DOMLUVA SUPER. TAKZE KRASNE VÁNOCE KB????????,
758,.,
759,Jsem spokojená se všemi službami,
760,Vedete mi pouze účet,
761,protože je to pravda,
762,Slabý zvukový signál u bankumatu.,
763,Nedostatek bankomatu,
764,Velmi pomalé řešení problémů,
765,Banka umožňuje internetové bankovnictví,
766,V komercni bance jsem skoro 20 let a z tu dobu mi banka v nicem nikdy nepomohla. ,
767,Spokojen jsem se službami,
768,"Nejlepší online systém, nejlepší mobilní aplikace, nejlepší bankéřka:-)  Gratuluji",
769,KB je dobrá,
770,"Komunikace s naší poradkyní  je velmi dobrá,  pomohla nám  vyřešit finance k naší spokojenosti. Rovněž i program  spojení  přes  internet je dobrý.  ",
771,Velmi mile chovani a vstricnost me poradkyne.,
772,mizerné internetové bankovnictví,
773,Zdá se mi z dostupných bank nejjistější.,
774,jsem se službami spokojen. ,
775,služby super,
776,Vždy je co zlepšovat. ????,
777,Zatím bezproblémový vztah s KB.,
778,Ve většině bankomatů komerčky se dá vybrat minimálně 500Kč. Snad jediná nevýhoda.,
779,S Vašimi službami jsem dlouhodobě velmi spokojen. Komunikace s klienty se v posledních letech také velmi zlepšila a celkově jste z mého pohledu nabrali druhý dech a stáváte se velmi moderní a proklientskou bankou. Pokud bych měl něco vytknout,
780,Jsou i lepší produktové nabídky na trhu .....,
781,Spokojenost ,
782,-,
783,časté změny zaměstnanců ale  poslední je výborná !,
784,Protože jsem doposud s jednáním poradců i se službami maximálně spokojen. Vždy jsem odcházel s dobrým pocitem,
785,Již dvakrát jsem osobně na pobočce v Brandýse žádal o změnu 'domovské' pobočky z Nymburku do Brandýsa nad Labem (po přestěhování sem je to do Nymburku přece jen trochu z ruky) a doposud tak nebylo učiněno,
786,Malé úroky na sportovním účtu,
787,Pamatujeme lepší časy banky  na počátku ,
788,Špatně internetové bankovnictví a strhávání plateb není vidět pravdivá částka o zůstatku včetně uskutečněných plateb. Pak se člověk dostane do nepovoleného severu a následně do registru.,
789,Nic moc služby,
790,Neni možnost výběru  bankovek v bankomatu,
791,Jsem spokojena proto doporučuji,
792,Jsem absolutne spokojen se vsemi vasimi sluzbami,
793,Napr. dlouha doba cekani na setkani s bankerem na pobocce,
794,zůstávám jen proto,
795,myslím si,
796,Protože jsem spokojen s kvalitou služeb a spolehlivostí systému.,
797,Když mám různé dotazy,
798,Žádný problém,
799,Se službami KB jsem spokojena. Jednání s referenty je bez problémů jsou vstřícní a sympatičtí. Pro moje potřeby které v manipulaci se svými částkami na účtu provádím - vyhovujicí.,
800,Perfektní služby na přepážce banky,
801,přehledné internetové bankovnictví,
802,Ochota,
803,Shrnutí zkušeností z komunikace na přepážce a internetového bankovnictví,
804,Jsem naprosto spokojen,
805,Jsem spokojený po všech stránkách se službami KB,
806,Měl by být zrušen poplatek za vedení účtu ,
807,Péče o zákazníka,
808,"Odchozí úhrada - 60 kč Odchozí úhrada, změna trvalyho příkazu - 49 kč Nelíbí se mito...",
809,Včasné info o produktu,
810,Vše je ok,
811,Ochota,
812,spolehlivost,
813,Vždy velká spokojenost.,
814,Mám účet u KB cca 27 let. Podnikám v zemědělství od roku 1992 a od roku 2008 má  KB i můj syn. Díky personálnímu OBSAZENÍ pobočky v Pelhřimově jsme banku neměnili. Ale silně o tom nyní uvažuji z těchto důvodů. Platí se snad úplně za všechno a úrok na revolvingu 8 % mi připadá oproti nabízejícím ústavům dost. Nemluvě o převodu EUR na Kč. Zdá se mi divné ,
815,Ne příliš přehledne bankovnictví. Výběry z cizích bankomatu jsou zpoplatněny. Výběry z bankomatu KB zdarma pouze pokus se platí kartou. ,
816,nemame zadne potize a personal je velice prijemny.,
817,Vždy byli pracovníci velmi ochotní a pomohli mi vyřešit problémy.,
818,Perfektní kolektiv který vždy poradí a pomůže ,
819,Jsem spokojen,
820,nejsem spokojen s pristupem na osobni ucet.,
821,Vždy nám vyšli vstříc,
822,Dobré jednání se zaměstnanci KB. ,
823,Jsem s bankou spokojena,
824,Naprostá spokojenost. ,
825,Kvalitní služby,
826,POPLATKY ZA VEDENÍ ÚČTU,
827,nikdy jsem neměla žádný problém vždy mi bankovní poradce vyšel vstříc,
828,Jsem vždy spokojen,
829,Ochota,
830,Jsem u KB od roku 1992 ! A spokojený...,
831,vše probíhá jak má - jen investice je po 14-ti lletech na zhodncení na jednom procentu :-(,
832,pretože som bol presvedčený na nové zložité systémy prihlásenia a uvítal by som jednoduchosť na potvrdzujúcu SMS cez obyčajný mobil. Som dôchodca smartfon používam len ako mobil. Ďakujem,
833,Jsou lepší BANKY!!!,
834,Nemam s Kb žádné problémy.,
835,jen tak ,
836,Protože jsem spokojená,
837,Často se měnící personal.,
838,vysoké a často nesmyslné poplatky, vysoká částka za výběr z jiných bankomatů
839,Mám dobrého poradce,
840,Jsem u vás snad 20 let a jsem spokojen,
841,Pro dobré jednáni s klienty děkujeme     ,
842,Vadí mě podmínka účtu u kb,
843,Kompetentni bankerka,
844,Zatím spokojenost,
845,nemám žádné výtky,
846,Úročení vkladů je nulové.,
847,velice profesní přístup k zákazníkum,
848,......v roce 2019 maximální vstřícnost k mým přáním....PF 2020,
849,Dobrá informovanost,
850,Zatím spokojenost se vším,
851,Velice špatný přístup vedoucí pobočky k zákazníkovi.,
852,Jsem dlouholetá klientka KB a vždy jsem byla spokojená se službami,
853,Aby ostal priestor na zlepšovanie!,
854,pracovnice KB mi velmi trpělivě a důkladně vysvětlila a pomohla. Bohužel nás mnoho seniorů nerozumí výrazům,
855,.....bezproblémová komunikace,
856,proste jsem spokojen,
857,Výběr z bankomatů by mohl být neomezený,
858,Jsem velmi spokojena,
859,Dobrý den,
860,Jsem spokojená naprosto se vším ,
861,spolehlivost,
862,Jsem spokojena se vším ?,
863,U KB JSEM UŽ DLOUHO A PŘI KAŽDÉ NÁVŠTĚVĚ,
864,v této bance jsem neměla nikdy žádné problémy,
865,Nelibi se mi,
866,zatím jsem byla vždy spokojená,
867,Lichváři zlodějský,
868,Mam vyhrady vuci nekterym poplatkum ,
869,vždy jsem se dověděla,
870,Nazdar,
871,Jsem spokojená se službami.,
872,Myslím ,
873,Dobré služby a přístup pracovníků banky.,
874,Komunikace i internetové bankovnictví fungují naprosto hladce. I-banking je navíc intuitivní a dobře se ovládá. Bonus jsou milé e-maily například na narozeniny. Nemám,
875,Nikdy jsem neměl žádný problém s jakoukoliv domluvou,
876,spokojenost od roku 1989 ,
877,"Jsem spokojen, ale jsou zde rezervy co vylepšovat.Dekuji ",
878,Velice ochotní a příjemní lidé - pobočka Žďár nad Sázavou,
879,Nejsem spokojená.,
880,8 je vysoké hodnocení ale vždy je co zlepšovat a ještě rušíte nám tady pobočku banky což vám na hodnocení nepřidá spíše příjdete o klienty  a nemyslím tím sebe ale zvažuji to taky.,
881,Jsem spokojen s ochotou a vstřícností pracovníků banky,
882,Na 95% ,
883,Maximální dlouholetá spokojenost s personálem,
884,Desítku nedám,
885,Pomerne vysoké poplatky,
886,jsem spokojená,
887,jsem již spoustu let klientem KB a se službami jsem spokojena,
888,Jsem spokojen. ,
889,Vždy pomohla a vyšla vstříc.,
890,Spolehlivost,
891,Pěkný přístup,
892,Příjmené osobní jednání s bankovním poradcem.,
893,Jsem velmi spokojená s poskytováním služeb ,
894,Z dúvodu některých poplatkú,
895,Spokojená vždy milá mladá paní co má můj účet na starost,
896,Nevažíte si klientů,
897,Musím říci. že jsem spokojená a to myslím mluví za vše.,
898,Vždy,
899,Vše bez problémů,
900,Vždy je možnost se zlepšovat,
901,Díky nedostatku času nerad kvůli všemu chodím do banky. Raději řeším vše on line. ,
902,Málo bankomatů a poplatky za výběr v bankomatu jiných bank. ,
903,spokojenost s přístupem na pobočce ,
904,Služby KB mi vyhovují. KB beru jako důvěryhodnou nadnárodní banku a věřím,
905,Přístup perzonálu.,
906,Zastaralé mobilní bankovnictví . Jelikož nemám počítač nemám přístup k internetovému bankovnictví ,
907,Vždy jsem byla maximálně spokojená s ochotou,
908,Slušné jednání,
